,ISBN,Book-Title,Book-Author,Year-Of-Publication,ID-Author
5314,030680395X,The Omni-Americans: Some Alternatives to the Folklore of White Supremacy (Da Capo Press Paperback),Albert Murray,1990,3317af85e48c7204ef0fb7bb4225c69000351fcfd55dc114ac6a58777d4332fa
5315,0440241812,Shopaholic Takes Manhattan,SOPHIE KINSELLA,2004,7329cc9d06f1c747d5ec7a12474d91a91e92637b1a12d838df69030dbb27b990
5316,0767914767,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2004,5aee1c2f3fba12ee1d896290115ff31c6b37a265c06f0ca9e730e72b2a4a22e6
5317,0451528697,Bleak House (Signet Classics (Paperback)),Charles Dickens,2003,bbfa259ea90fa369d639be75797e25d4078672a1bf953d7517e796d76e9967b5
5318,0060989270,Tommy's Tale : A Novel,Alan Cumming,2003,e20ee6c77be82b12ca0d3150f39630869a9bea5011313a2dd076c42196f4c8b2
5319,0374232105,The Pickup,Nadine Gordimer,2001,f10e8c02043864d6cb950d99197ecea8231a4009f634a06c88ed20ce16b7ebfb
5320,0140061401,July's People,Nadine Gordimer,1982,f10e8c02043864d6cb950d99197ecea8231a4009f634a06c88ed20ce16b7ebfb
5321,0393310329,Maurice,E. M. Forster,1993,31c991a50470fe2af3ff3096577ab5942538917e638e2287c036aa7569a8d8cb
5322,0679721037,Hiroshima,John Hersey,1989,3027869ba2a57d0d04779b787e7492e4491ab490b64d1fcf17f1b95f36e2e820
5323,0140433988,Hard Times,Charles Dickens,1998,bbfa259ea90fa369d639be75797e25d4078672a1bf953d7517e796d76e9967b5
5324,0142437204,Jane Eyre (Penguin Classics),Charlotte Bronte,2003,5b2ade7964ada38193117c19f262a32671d3d79fd55a8facf45e5a8e24b7458b
5325,1560235136,"Harrington Gay Men's Fiction Quarterly, Issue 4",Thomas Long,2003,54f1b5fa854feecb18e14a68d52bbdac0117667ee0907358baaa3b820f2181bd
5326,0440219892,Earthshine: A Novel,Theresa Nelson,1996,2b3f4c0aa631d81608afe8284cb877b1efd05b1bd3741adff402d964a7fb401a
5327,1555834930,Blue Lawn,William Taylor,1999,24bda2da19e40b85cb2f5edf918a944ef6abb7cd4c246e8eb5c6fabc01ba4b72
5328,1555836038,The President's Son: A Novel,Krandall Kraus,1995,3dd8533e373bdcf3e901d0af68aab5c8716253dd84724f1fbb3e931daad57f05
5329,0553272160,On Yankee Station: The Naval Air War over Vietnam,John Nichols CDR. USN (Ret.),1991,c511656fa0269d5f783e33d6221d910d84ebd9b53883e441be79136758d4bbd4
5330,006093090X,The Night Listener : A Novel,Armistead Maupin,2001,1e6053707c1c1f074d3147b4685302ba71afaa8f2cce5338dc3d7ebcf9e78328
5331,0942361598,Kids Who Make a Difference,Joyce M. Roche,1993,c091590ec7f13fec709017041520cb1785cfed43d2b204622be50a29b9f7c011
5332,055321148X,Dracula,Bram Stoker,1983,e076ac316854e9ba30a80ee530f1444402afba34af5313a987196ef8ac6053b9
5333,038533494X,Sometimes I Dream in Italian,Rita Ciresi,2001,1dfd698c03d2fd1bf4e61c4b2d99c99789bd3ce9c6e7b58b916eef0e33cdf114
5334,0345355563,The hill,Leonard B Scott,1989,1b6019eaf5a913dd86acbc7c5ae65cc0403394fdf53b0cccfea6385a46f31b6c
5335,0553210327,Hunchback of Notre Dame,Victor Hugo,1981,8e82ce448d07c1ed252bedac05e2894233f8bf5586ab9d4686f711a0c7ece6d0
5336,0964109964,The Front Runner,Patricia Nell Warren,1996,8a650a89ce038ae49236e22387587388edca336e1989d8eadbf1f21b78ab39da
5337,0553212524,"20,000 Leagues Under the Sea (Bantam Classics)",Jules Verne,1985,b12b090acf3829e0e26a289ef752b2636a041ae4d4286531224554869538091d
5338,0553251503,Soulmates,Jess Stearn,1990,7f85497cdad38e3e29edbba96e13e00e205384ce309b520226b086af3a1c21ce
5339,0393321096,The Abyssinian: A Novel,Jean-Christophe Rufin,2000,28055a4daa54193c8b6570a1cfa930df1b4c8e656cb7cd4ce1b8c6d42b680933
5340,8432216062,El Perfume: Historia De UN Asesino,Patrick Suskind,2003,90ff9168e9365eedc014d902b046597feadd85ee00993f0fa4db5bf68effe227
5341,0553574132,Star Wars: Shadows of the Empire,Steve Perry,1998,a94ab6016887c7247cbf4410e300422ba5dc1884861a2b6665470b98553b5ef0
5342,038071681X,Ghost Girl: The True Story of a Child in Peril and the Teacher Who Saved Her,Torey Hayden,1992,5af338ad6351f4cacaf687d3c4805014b3e26acd31e7138905d75adf51dcce54
5343,088029261X,Complete Sherlock Holmes,Arthur Conan Doyle,0,3de43504cdc3391df77218d3bb0c7fa226446fffaf0fafac81e1bc311b6cce82
5344,0517053586,Works of Edgar Allan Poe,Edgar Allan Poe,1992,b731fe5ef6c5a568b613bd3dd82dafae63224118267e851e4b189ab9dde17800
5345,0375706682,Dhalgren (Vintage),Samuel R. Delany,2001,c33bbe669912e2ced9bc8252356c90645b959afca74fa8aa1c0f1d279bac2f69
5346,0140270590,A New Song (Mitford Years (Paperback)),Jan Karon,2000,054cde155a6bb7f4ebb97852585483ea48f17a18c6fedd4e00802e9b73fa3ea5
5347,0679445625,A Long Fatal Love Chase,Louisa May Alcott,1995,51c3dde7849528b1162508c9b0e80671d9e67a33b529907db50c22f5eb91640a
5348,0140862129,"Winnie-The-Pooh on Problem Solving: In Which Pooh, Piglet and Friends Explore How to Solve Problems So You Can Too",Roger E. Allen,1995,3d19e273203b2c6a09f8e1eeb75979b8e238495d8f53df120e71a19a0431cafa
5349,0740735756,E-Mail to the Front: One Wife's Correspondence with Her Husband Overseas,Alesia Holliday,2003,2e2595c4727ad4c8eb1886e6e347369a6f7b8f52e5875857c2990026ff156b4a
5350,0440235596,Tara Road,Maeve Binchy,2000,6c3b1676833e51d1ab564bea20d0b7f0778ba3dc7debc0423f3c2e02c79b6d60
5351,0440906156,The Beatles Lyrics Illustrated,The Beatles,1976,b6350031d9af54898f492395fbc1e1cf609b58e0733940f6df67f0da0e4178fa
5352,034540498X,Final Judgment,Richard N. Patterson,1996,f251d87b8fcaf3a9615a5c8d387179bd4bb72909dee147951bee6d91dc57915f
5353,0671619373,LADY BOSS,Jackie Collins,1990,b94aec44ad7a432705e5a1622c81da2280a15caae719d948bdbe42abf4ddff8a
5354,8845249778,Le Ore,Micheal Cunningham,2003,7c2e794cac0e1c449b358b1a845d4ca4508287b92230a5c4f5f83d4bdb227ab9
5355,2070419657,Soie,Alessandro Baricco,2001,b0230d0883912e707deec50b451fb01b1d213853cb46cd14376fa29249338d37
5356,0943734312,Discovering Dixie: The Best of the Deep South Along the Magnolia Trail,Richard L. Polese,2002,21fa364e68a504914754c077c6394c824e63bd1826a8520e17033b318bad35fb
5357,0943734150,Peace Pilgrim Her Life and Work In Her Own,Peace Pilgrim,1994,6f5a41aa3386a492e28c7b85923586214d78c45523af2fedda398b12ee665055
5358,0898861098,Miles from Nowhere: A Round the World Bicycle Adventure,Barbara Savage,1985,d6be85091563f74c28485c3385bbd08dd126ab43c71fcf60f389388e3bf14cd8
5359,0803267355,The Night Country,Loren Eiseley,1997,dd793cb542c547297067b1c29202b1dae3c96cf5282e251dbbe0f6cdeb908cd2
5360,0964858401,North Carolina : A Guide to Backcountry Travel &amp; Adventure,James Bannon,1995,790330b4a5c1bd3b9c5b647d3d12a25b275b7be79b90a0c2bc4e8f0cad3272c9
5361,0679826718,"The Tiger in the Well (Sally Lockhart Trilogy, Book 3)",PHILIP PULLMAN,1992,5e9c7b585ca4d56e1e374d0686b76eb20bbc54b0eef28f162477d07e611e7a9d
5362,1885211686,Travelers' Tales Tuscany: True Stories,James O'Reilly,2001,c7c148721f25f7c64c3aad1f6aabefdc45389bc352803ebf1b79714b27508920
5363,0767904893,Women of the Pleasure Quarters: The Secret History of the Geisha,Lesley Downer,2001,eb48cae377a7e71e14240f37d2b9a337a99031c1de61fe0eb789e8656d38ef59
5364,0679733167,Sexing the Cherry (Vintage International),Jeanette Winterson,1991,775316f15d77a31f07ffa74c83ff7a710cba9210d4b98f96b1a2572e5b0f1dbc
5365,0679436685,The Wonders of the Invisible World: Stories,David Gates,1999,af4c44f154e1a7cdde21211ffca40844b047592133fce8e05c4c515617c03701
5366,074341120X,Silicon Follies,Thomas Scoville,2001,07fedb80b8c16854760a856fe84a8d438c3c32b7d7e8b05df293352ddd68c999
5367,0618162216,"The Hobbit (Young Adult edition, Sis cover)",J.R.R. Tolkien,2001,fd51ce8928c700cd68bac861646dac6c311ab374260f87034b02c6f742b66833
5368,0375724621,Up at the Villa,W. Somerset Maugham,2000,02aee29216e6e7dbe5c7bae138f25d191f0a2e9b816093ddb352e0196456e1ab
5369,0140077812,Greasy Lake and Other Stories (Contemporary American Fiction),T. Coraghessan Boyle,1990,b1d332ac4e43faf39f20db392a4a65452dd5f4accfb6d0acac158f509c67d475
5370,059045563X,Teeth Week,Nancy Alberts,1993,4ebf22fea8e94c80707ffadcba96aa37edc518f235ea7597673b77f05d95233a
5371,0375504907,Reading Lolita in Tehran : A Memoir in Books,AZAR NAFISI,2003,3b4fe8f39ded0e4d5b5e5f64b04d7873784d7ae73cbc43f782e25ec8b9a3a009
5372,0312087357,Bodysculpture: Weight Training for Women,Ralph L. Carnes,1978,a816c136eadaa07309deb814f9593d0db06a0f011821be8219568b89bccfb444
5373,0156907380,To the Lighthouse,Virginia Woolf,1978,bbaf90bfa51fd5d92034d4069275850a906d82986889a8401c22f1146677bade
5374,0142000485,My Little Blue Dress,Bruno Maddox,2002,9a54ef3472b851bbc6a66ee9b4d956d56c4e2f9161beb9b3753e89eaea4d2154
5375,1584790660,My Cat Forgets Who Pays the Rent,Sandra Magsamen,2001,ed331fcb441a4bbf3b493ec2571dfb0059549081b7e686c8e326f6a69d894d06
5376,0812910389,Our Marvelous Native Tongue,Robert Claiborne,1983,470f5434cfec4176c59d748e0337f7b727eaf803d9a2ddb0f30378888e913427
5377,1573245038,"The Little Book of Letting Go: A Revolutionary 30-Day Program to Cleanse Your Mind, Lift Your Spirit and Replenish Your Soul",Hugh Prather,2000,21b91342b5ab94a3933d8264dab76aacde1a6f1558587e652736caa515646d75
5378,061810450X,The Wind Done Gone: A Novel,Alice Randall,2001,1c09e56b7887ab1a9a771f0c20a16ac268c526ef67d6ed5f3378c686dda65ac0
5379,0441231942,Crisis on Doona,Anne McCaffrey,1992,8620a03797295543d49a18c7a6e6cdcd6f7bcda0711f33bb598d4e7dbbe5aa74
5380,0886773768,Sword-Dancer (Sword (DAW Fantasy)),Jennifer Roberson,1986,96a2a702bcf69fe96499f12bfe170c6432ef8fcf4388d286c4f7e4926e1bc701
5381,0345291794,Restoree,McCaffrey,1980,efa69156a4a658698d6a1a08a8a1aaaa246c1e9f4c48ebcc225e536222101445
5382,0449231992,Crowned Heads,Thomas Tryon,1981,c4083c212ac80d2c1a0537f3f291626d83521e24c0b23ece1b828d949b0f06e7
5383,0192820575,Facial Justice (Twentieth Century Classics),L. P. Hartley,1987,6645d62caec30fca29052d49c31e32cd1299b0a178781e13b34c8eab0498c60a
5384,0449907899,Here All Dwell Free: Stories to Heal the Wounded Feminine,Gertrud Mueller Nelson,1993,b7bc6f55a41b355939d6245b56c7e45c7c17a9654ef11f9aa0ef21f29b982209
5385,0345301064,Ride Pegasus,Anne Mccaffrey,1978,158f15103559d65852e4f7ada38e78968239807ed75e9011ed13b181338eb17d
5386,0226462110,Highroad to the Stake: A Tale of Witchcraft,Michael Kunze,1987,35039fe75527d7675ae706870d0402f1a1556b4d8c072fae436fd6754249c95f
5387,0425062341,Ghost of Flight 401,John Fuller,1983,cb37ecf0c591f9b204d9d4debd653cf73b5371b8dfa2a902f0324feffed8f642
5388,0806967315,The World's Most Challenging Puzzles,Charles Barry Townsend,1989,b5a39a8ccac45b3aa9bcf844c1c59e81d7f81986995fcd7a47a77d99a5f4b865
5389,0944031072,Your Body Believes Every Word You Say,Barbara Hoberman Levine,1990,20ee77e3f307d7630db543880f094974040332261063e5f009fa544b1cd73ebc
5390,1567182445,The Ultimate Cure: The Healing Energy Within You (Llewellyn's Whole Life Series),"Jim, Dr. Dreaver",1996,a3234b5889e127edc762c12d81d9f4efc9026ae428d2a6d9013562dd5edd5560
5391,0380776324,Women Who Run With the Poodles: Myths and Tips for Honoring Your Mood Swings,Barbara Graham,1994,9d4e5b69c9b4e3ae7ce4af137062b45522b34997a6dd08ef1ef2e0e6056accf4
5392,0440504716,The Birth Order Book: Why You Are the Way You Are,Kevin Leman,1987,2bc8399559d4ba1138e28ff1b7b0ba085ddff97fee23cafa583c56ccf93f5bd1
5393,0525942262,A Cat Under the Mistletoe: An Alice Nestleton Mystery,Lydia Adamson,1996,4ed05e7d87e8b6d7bed286f15a77c37abbe4f129aa76274bdb5f38c57521a0cd
5394,0062508156,The Spiral Dance: A Rebirth of the Ancient Religion of the Great Goddess,Starhawk,1989,3b8a229021a5070b4fc9689f34d85058a6a857c83c390affd8697524b096f819
5395,014019536X,"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America Today",Margot Adler,1997,0803339615b288990e5079ff92760c661facd935f2d2a98518f1e91bec42d217
5396,0380816555,Practical Demonkeeping,Christopher Moore,2000,9dc2b96122ce8ad0cd8388aca77d2ac33b60a491f8f83515200665fce43c8163
5397,0684848066,In the Meantime : Finding Yourself and the Love You Want,Iyanla Vanzant,1999,d960db933b88029ef56e3c71b8f240586f2b481d74e2f52c3208aa2daaeffe26
5398,0449211827,Plague Dogs,RICHARD ADAMS,1986,cbe0c16a7482b64c42c002508f69666702f4b9c951bdc47d2312f9fc5bf4a976
5399,0441627404,The Once and Future King,T. H. White,1987,d98e3eb9a2aa1912baf9e8f4e223f6e33ea90078aac2ab4e36c509c78c73ed7e
5400,0553562738,Doomsday Book,Connie Willis,1993,d546809da27ea2822d51b91ea206c44be664c33335bb251e593588bb517b64d8
5401,0812555031,The Horse Goddess (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1998,f3b28488cb70a06fb0c9dc51b7cad67a13109a46bf230131c1ad539c02c32034
5402,0812536509,Pride of Lions (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1997,f3b28488cb70a06fb0c9dc51b7cad67a13109a46bf230131c1ad539c02c32034
5403,0812553993,Lion of Ireland (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1996,f3b28488cb70a06fb0c9dc51b7cad67a13109a46bf230131c1ad539c02c32034
5404,0380708892,"Merlin (The Pendragon Cycle , Book 2)",Stephen R. Lawhead,1990,0d076bfa4d5a6ade71eb98c69fcc62a8b74717f0639279593c61524bef9ab87f
5405,038070613X,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,1990,0d076bfa4d5a6ade71eb98c69fcc62a8b74717f0639279593c61524bef9ab87f
5406,0380805421,Smart Vs. Pretty,Valerie Frankel,2000,f19fdac5918f67d38635d6ab42bb654b6de5f439d986cca501da4a94a4a19428
5407,0425171264,Private Altars,Katherine Mosby,2000,2d258e9f817ac5cc992e2e95d7cb0d6c0b2e8d06b94574fa83aeb09657a59936
5408,2277219517,372 Le Matin,Philippe Djian,0,bf9b51c055dbbefd8146e602bfda12abd3f75580eeca037164440ee556f631ae
5409,0441794297,The Sword of Sagamore,Kara Dalkey,1989,e488b6b9ccb927a5428fb42b320f3c48ab03074897b9886a0be80158bc0a4528
5410,0375708707,Where You Once Belonged,KENT HARUF,2000,657220136fe3754e202280d16984681ccbe8c391e7e462890a291c45aada544a
5411,0802134475,Rain,Kirsty Gunn,1996,aa6e45ec871f2ada88b7ffe2d9e9ce60bdd4f8e6f9efa9ac4174e04460c543dc
5412,0151003084,The Gashlycrumb Tinies,Edward Gorey,1997,264e88bbf09be368bec27915efd9a30b626f4cb9ad17797e721a6cfb0231f2a9
5413,0553274066,Triumph of the Darksword (Darksword Trilogy),MARGARET WEIS,1997,d41189a80ff60ab844a7b5a30bd579798cac74ef026fd7710d5ad064696ac078
5414,1897783108,Oasis: Round Their Way,Mick Middles,1996,7c85849bfb7c3482394ab973ead27c11eebb78950ea301280282b88e843e49d0
5415,0340767278,Soldiers Return Uk,Melvyn Bragg,0,9f0181ff15caa5af11c95e36cec156f93c14673ab86de2175f127ee86a006fb2
5416,0679750932,My Idea of Fun,WILL SELF,1995,0a5ac60c8b4ff577b314de74ecc610f92cbd086d4e4e27d5739f028818d42904
5417,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,32f3f1bafc8a214d7042e6f41bf6bfdd57d235ab2da59416a1262f2b72253e0b
5418,0375701168,Doctor Faustus : The Life of the German Composer Adrian Leverkuhn As Told by a Friend,Thomas Mann,1999,29fdcb046b4bf60904002387c5c827b8905db3a183a2b95bcbf883c67bc1d761
5419,0446613266,Four Blind Mice,James Patterson,2003,f1bca420e6b950fec85bc603861685f44f376906d526e9946910bb5275c3d467
5420,038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,a42d4368d6ed2e64323b01d2956a90f5cf7469d252fefb2adca1d45911f760b5
5421,0312267460,Headlong (Bestselling Backlist),Michael Frayn,2000,78349f429d42609ed03c7477fd0861af9c46a50e03fd0e02535ba2d19559af15
5422,0140329358,Fangs of Fury (Puffin Adventure Gamebooks),Steve Jackson,1989,33aecef166088ad26251de88a342b181bc1bb0acb50ca6390244f64d55265bfc
5423,074324396X,Solomon Time: An Unlikely Quest in the South Pacific,Will Randall,2003,c4a7de3225f48585f990c66083bb2aaeb9871d1c426532c26924790bb0c9c392
5424,0552998486,Chocolat,Joanne Harris,2000,ad2b295b6fe594f5ac0da537bc9b639bcfdec123cd54da563587a4e4e1e9cdfb
5425,0099759713,Rancid Aluminum,James Hawes,0,e430a054a5085df0e8cf4189a2aec96e828ad3f6d81b2e676c9bd8425a48e282
5426,1853260193,Vanity Fair (Wordsworth Collection),William Makepeace Thackeray,1998,6223b2714fbbb01bb372369dfa33ee57febc0eec3008ca5ad900ffbb0afccc98
5427,1853260967,Confessions of an English Opium Eater,T. De Quincey,1999,88bbd0ac246b3748f4e1601e5e9eb3e47ecb336e90ec694aec423752afb7d21e
5428,0140440151,Madame Bovary (Classics S.),Gustave Flaubert,1970,dd3a4bde386a8fcc9cae249e1505c37c89f2a57282240a366d2e853446d885e2
5429,074993087X,The Long Midnight of Barney Thomson,Douglas Lindsay,1999,6aa0deee3ac35c8cc17dbee51915ededaac9e43a39084f948bc724a10d0fe94e
5430,0671041789,The Green Mile,Stephen King,1999,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
5431,0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,3b1c2021a1dc6e5b89ec0b79c1b1a92fe129a50453136770ff3635314b729110
5432,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,3b1c2021a1dc6e5b89ec0b79c1b1a92fe129a50453136770ff3635314b729110
5433,1575665379,The 10th Kingdom (Hallmark Entertainment Books),Kathryn Wesley,2000,28d3767424de010a5f5525dbd894677257803c7982fd74c91096d1be3161ff90
5434,0441005489,"Redwall (Redwall, Book 1)",Brian Jacques,1998,77786a4547c425f548ebaeaa56bd0ff6ab568656e0530dbeea34d2e7b8b675c5
5435,0924171553,Treasures from the Royal Tombs of Ur,University of Pennsylvania Museum of Archaeology and Anthropology,1998,af5ad1940d658005e3f00bb108842f3a3996af957fe2c555f17717c307a3a909
5436,0449909050,"Thinking Out Loud : On the Personal, the Political, the Public and the Private",ANNA QUINDLEN,1994,e006a4a01b42a4ee2a0328bde2703bf1a6a3c86aac20ecad45f871ba7a520b23
5437,0330412302,Don't Let's Go to Dogs Tonight: An African Childhood,Alexandra Fuller,2003,414ce6b1a565c02b39e27a162e049afae53b34021de529196d4085d280f85072
5438,0064470059,Where the Lilies Bloom,Bill Cleaver,1989,d8186eca43ddbbf8f1b365c73055e500e3dbaa737c3342b476e24d2d1bf45c1f
5439,0821222341,Amsterdam: Amsterdam and the Hague (Art in Focus),Christopher Wright,1995,aa4a9ae051336d8d8463829af574c332bfb5ea5151b3a50abc7dc94e016528fa
5440,0821221558,Paris (Art in Focus),Linda Bolton,1995,32902b36ea8d9df5f06ac83655429b13426d34604d1a399b07ae0f909d55ad40
5441,0380726297,Sacred,Dennis Lehane,1998,da59683c42d6d6e76891d208801b34e30cc0edd40d093782e70ca795792d49e2
5442,0553292056,ANOTHER ROADSIDE ATTRACTION,TOM ROBBINS,1991,10e08e202d377fdc7a48fad1e590b9b17e78f2273999a7977a6f4cb7d9a4603a
5443,1860119190,London-Paris,Dana Facaros,1999,545b6a99d4e57f31c2749123f1e99571e245a940e02655eb7d078b7b2de01b46
5444,082122154X,London (Art in Focus),Thomas Parsons,1995,0170ac777f3349bc4fa4af279f559aad58264cdc1caa2ac884aceae17dc811b4
5445,0553213512,The Time Machine (Bantam Classics),H. G. Wells,1984,4ed73786ddb77f9813127f2856359110f831a4cecff03b43baaf91f60717d5e4
5446,0060933577,Faithless: Tales of Transgression,Joyce Carol Oates,2002,a34f101f23eee99c2ce7c23c32567cc44365cea42acc0872b884697195001faa
5447,044023672X,Answered Prayers,DANIELLE STEEL,2003,a269322f302a1c12640bcb2b3066605af3839eb7b9fd24b67672b703f29be9ea
5448,0394839129,I Can Read With My Eyes Shut (I Can Read It All by Myself Beginner Books),Dr. Seuss,1978,606d35240c437e13a34d63e8af6015c91b3603c630b39c5c1c5278663cee10c1
5449,1573220213,The Woman Who Walked on Water,Lily Tuck,1996,e9283cd3b36641da037884a5698c73d57c119bc1a9a38244e6a32ddf80122ebc
5450,0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,6e43a37dc364d9d530d7d22d6d6ef0e68f20b0af1cbe39a3e943f3425d73337b
5451,014044582X,The Last Days of Socrates: Euthyphro/Apology/Crito/Phaedo (Penguin Classics),Plato,1995,1554fc76c25040f83ac969a355aee85aed80f408f9469e255b829801213bf8d3
5452,3423071001,Alice Im Wunderland: Alice Im Wunderland,Carroll,0,76df69fa9d736283f9e6f021eefa42a3c7610b236841c784b488b82f22e683ba
5453,0884270610,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,1992,67b0c43e70fab4f8c70b4868d3a3497bf61ad4910778bd6807f593694e9aa5c5
5454,0425170055,Rainbow Six,Tom Clancy,1999,330ef45d86143e04706d9efc64d5518fed9b8cbef35f1e84cf373249ea2df8d0
5455,345832402X,Die GÃ?Â¼nderode,Bettine von Arnim,2000,c93e4684f93cd854f954979b80e4330aa160a4689ce2c256a8f4044b3dcc749c
5456,3499613425,Der kleine Beziehungsberater.,Till Raether,2002,e00ad1156f703df6f611622812afd61b9ef56e4a6be3e5debe7691e9a95b620c
5457,3548021026,Fabian; die Geschichte eines Moralisten,Erich KÃ?Â¤stner,1975,7c63693bfbc4b677b201754b5339ddc22171d505841c0a73d5f8769d4d6d382b
5458,351836605X,Stiller,Max Frisch,1954,e50e9cbffa413ffe12316bef7f6b0fa54c176829cb946a06f7e51ecea144e27c
5459,1573229083,My Dream of You,Nuala O'Faolain,2002,9a4ce1a26c54f30f6850af9de77961c91a5ce15198e45997d2f849e9940e831d
5460,0805058249,Benjamin's Crossing : A Novel,Jay Parini,1998,b74ff8535ef9f3ec1cdbaa5b0046d18d4a8fa1f9350cdc9858eab5f53a5de0c0
5461,034540047X,The Hotel New Hampshire,John Irving,1995,754e684967def65ad507664541841ad67b28b0a950dd937a1a3915c5d3f7343d
5462,0140255842,Drinking the Rain,Alix Kates Shulman,1996,907a3f104342c2c47e8a781f96ae56ca6be5e75c61d63bc79f6e2d747a70cc70
5463,0380805995,Kiss of the Bees: A Novel of Suspense,J.A. Jance,2001,f37c39c8d8d943c1340de1637365c0865bf98a3b2c0346f714990dcc46354eb3
5464,0425169375,The Best of Friends: Joanna Trollope,Joanna Trollope,1999,969cf37dff3c7de7128774ded38c34b98b96eb64bf4a3a3117ad17e587ad1571
5465,0671727311,After Henry,Joan Didion,1992,013346c010550f64dbe59db10f452f44d8036223e01a48d08ff9ad53f8905adf
5466,0449003795,P Is for Peril,Sue Grafton,2002,e018e16a9ffbd14eea6db91f60a7b0669662422c5c4a5412f33e1478eceecb2a
5467,055357874X,Finding Mr. Right,EMILY CARMICHAEL,1999,fa5bf8f88e9bced3ec518fa6bb38648b30f7573ef2f8c9e30b07047101a9e38a
5468,0671896326,"Malice Domestic 5 (Malice Domestic , No 5)",Martin Greenberg,1996,b086f61e85997e8195652c22a96936519add990fed0f6a4b8e511467a7221f4f
5469,3379017159,Manhattan fliegt.,Michael Wallner,2000,60507e87ccd3b116a5ef305968e06bd9b8be15a7aab3a014b1291d0b958d97fd
5470,0374190771,Looking for a Ship,John McPhee,1990,16876e01f8d764af977c6b1e382bd5bbf4b8e59af1febc77585fe720546121c2
5471,0972660208,Passing the Flame - A Beadmaker's Guide to Detail and Design,Corina Tettinger,2002,12b4cae6de0b3307ed53e29900b0bfb650ea2753e6b4f09cdc1cf27fefc45acd
5472,0939165376,"Three Cats, Two Dogs: One Journey Through Multiple Pet Loss",David Congalton,2000,f471f3b8ce2e516f0c89a0c007678b13e2887d98d31a08307789944f2a71e3e4
5473,0060935464,To Kill a Mockingbird,Harper Lee,2002,fe5b13df47dae88388008ddbd12a1b3494a962f7938c811d0a3554f416f08b37
5474,0446322180,Name of the Rose-Nla,Umberto Eco,1984,fc1cf718145f5604c33c632ca00f02ee198c97ae249bbe25b067d9c10c5b7b46
5475,1551668998,Beach House,Mary Alice Monroe,2002,2d0b912943a842f023071ddc9b7b805f8fb64850438e102d8809f0d6a02929d6
5476,0515116173,Decider,Dick Francis,1995,94add84c8a05752cd68f551f5f46b93df109ab45ba56d4e67e4dd4b16c7c4017
5477,157586326X,Things a Computer Scientist Rarely Talks About,Donald E. Knuth,2003,95202054c47a7d5f8f26ccfc41ab9c624b2a1025e00dee53fb317b29d86c7440
5478,042516828X,Sudden Mischief,Robert B. Parker,1999,f189f043eb21e76ac6e90e78238ae8384760bdace145ec476308581158536b39
5479,0440910552,Under Blood Red Sun,Graham Salisbury,1995,e3e8b146b2921915a188547271d6d012ff9d0f45e71892426de582b0ac05505b
5480,1853261092,Black Beauty (Wordsworth Collection),A. Sewell,1998,0f4ea791a5572dfec1d31e1824195290dffdd844f4b3f8994a77bdc6a855941c
5481,0889950954,Prism Moon,Martine Bates,1993,77c5e7e05bb7df8d3f1ca6c35dbb95d200aa3879f3dbc9d86b1bbe25ee5eef30
5482,8479534451,QuiÃ©n se ha llevado mi queso?,Spencer Johnson,1999,319d95aa97d1a7950bd6e2106c64587260091fd37daa4083f884ab44e38eac02
5483,1562477579,The Smuggler's Treasure (American Girl History Mysteries (Paperback)),Sarah Masters Buckey,1999,874c431daafe770ea454d21856ff256325bbd7d4533e4645e9295e88cd4cd421
5484,0312876343,Dark as Day (Cold As Ice),Charles Sheffield,2002,c8d003da6c9b816fe21535cbeedb169a95e050e742854b1e614bb9ddb959be34
5485,0446519081,The Tenth Insight : Holding the Vision,James Redfield,1996,a4a2279bd8bf055a5a3a9ccc8b56f9eb79451d413e8472cab81f4c785f432f29
5486,044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,a4a2279bd8bf055a5a3a9ccc8b56f9eb79451d413e8472cab81f4c785f432f29
5487,0688002307,Zen and the Art of Motorcycle Maintenance : An Inquiry into Values,Robert M. Pirsig,1974,2c9ed8af1662272cc0c621963802e38d1c70692d781cf7eda9225c2c5876f183
5488,0394708229,In the Belly of the Beast,Jack Henry Abbott,1982,c19118a7f7f6c85a00f2ef488feac4a6f5d73ee37ef46cf38117afae3508f24c
5489,0195085140,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,1994,1dea624f00bfdb2d05c83b38bf97a14c58f93f80c28107cb7162ea6d9f95007e
